店铺名称,用户名,评论
众里寻她·千百度自助烤肉（温江店）,YnL690874759,品种多，便宜
众里寻她·千百度自助烤肉（温江店）,匿名用户,味道还不错，已经是回头客了，今天是还我喜欢的人去吃的，感觉很幸福
众里寻她·千百度自助烤肉（温江店）,tEV496329560,过了很久才评价，这个是去年和男朋友一起去吃的自助，感觉环境还行，菜品一般，
众里寻她·千百度自助烤肉（温江店）,qry401658003,千万不要来都是骗人的。太假了 只有一次不会再来第二次了
众里寻她·千百度自助烤肉（温江店）,匿名用户,周末节假日，去晚了菜不齐全！便宜性价比还不错。
众里寻她·千百度自助烤肉（温江店）,杨老大A,好不错。。。。。。。。。。。。。。.......。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
众里寻她·千百度自助烤肉（温江店）,韩妹妹4622,这家店是比较近好找的，而且环境也比较好，每次去吃，我们都是做得同一个位置，而且菜品也很多，但是海鲜类产品不太满意哦。
众里寻她·千百度自助烤肉（温江店）,神明哇,环境很好，东西很好吃，来过很多次了。
众里寻她·千百度自助烤肉（温江店）,匿名用户,emmm环境不错，就是我想说的就是可以及时供应菜品嘛，有一样菜没有了，后面就一直不补上，还有那个豆干的吃起来像变质了。
众里寻她·千百度自助烤肉（温江店）,匿名用户,味道还可以 #五花肉# #肥牛肉# #炸鸡腿#
众里寻她·千百度自助烤肉（温江店）,匿名用户,在这里成就了爱情，，来了N次了
众里寻她·千百度自助烤肉（温江店）,匿名用户,不好，不满意 【口味】不好 【服务】还好 【等位】
众里寻她·千百度自助烤肉（温江店）,吃啊啊啊吃啊啊啊,远远不如以前。。。。。。。。。
众里寻她·千百度自助烤肉（温江店）,依然是那个思妹, #寿司# #烤鱼# #卤鸭翅# #水果沙拉# #鸡皮# #培根# #鸡尖# #肥牛肉# #西瓜# #郡肝# #蘸酱# #布丁奶茶# #银耳汤# #凉菜# #鲜虾# #毛肚# #酸奶# #铁板烧# #布丁冰淇淋# #铁板鱿鱼#
众里寻她·千百度自助烤肉（温江店）,Ahu963010813,味道还可以，周末早点去晚了菜不齐。没有座位
众里寻她·千百度自助烤肉（温江店）,qfj870118899,口味非常好  环境地方非常优雅  服务态度非常好
众里寻她·千百度自助烤肉（温江店）,廷廷luo,菜的种类太少了，而且不新鲜，3个人去吃，结果全部拉肚子，
众里寻她·千百度自助烤肉（温江店）,lug924314797,味道真的打脑壳，菜品不行不够新鲜排骨还有异味
众里寻她·千百度自助烤肉（温江店）,峰要健康的, #五花肉# #肥牛肉# #培根# #西瓜#
众里寻她·千百度自助烤肉（温江店）,阿麟689,我觉得还好 去了很多次 都是哪一个味道 哈哈 习惯了
众里寻她·千百度自助烤肉（温江店）,匿名用户,味道还是可以，老顾客了，环境不错。
众里寻她·千百度自助烤肉（温江店）,Qjc881444458,菜很多品种齐全，在美团上购买还很便宜，还有沙拉好好吃
众里寻她·千百度自助烤肉（温江店）,Mr阿杜,好评
众里寻她·千百度自助烤肉（温江店）,匿名用户,味道可以
众里寻她·千百度自助烤肉（温江店）,匿名用户,感觉还不错 第一次去自己烤 都糊了 这次老爸去烤的 超级棒
众里寻她·千百度自助烤肉（温江店）,jKs706087803,菜品种类太少了需提升，卫生也一般般
众里寻她·千百度自助烤肉（温江店）,匿名用户,非常不错 #五花肉# #肥牛肉# #蛋挞# #银耳汤# #毛肚# #鲜虾# #铁板烧# #布丁冰淇淋# #铁板鱿鱼#
众里寻她·千百度自助烤肉（温江店）,匿名用户,说真心话  真的不咋样的   味道真的不好
众里寻她·千百度自助烤肉（温江店）,AgX617332442,第一次和朋友出来吃烤肉，感觉味道还不错，吃的还挺多的，多种蔬菜，水果，肉食，饮料也挺多的。总得来说还是可以的。就是没有服务员主动过来换油纸🙄️🙄️🙄️。
众里寻她·千百度自助烤肉（温江店）,城门Cc,哈哈哈，挺好的
众里寻她·千百度自助烤肉（温江店）,匿名用户,服务员不是很大方，纸都这样了还说可以用不给换，还是换了另外一个服务员才给换的，菜还行
众里寻她·千百度自助烤肉（温江店）,gZg443251304,挺好的
众里寻她·千百度自助烤肉（温江店）,Bad啵,味道还可以，郡肝很好吃哦～鸡尖也好吃
众里寻她·千百度自助烤肉（温江店）,YangＸＲ,感觉还好吧，哈哈哈哈哈哈哈哈哈哈哈
众里寻她·千百度自助烤肉（温江店）,ZdY141876119,菜品少，环境也不是很好，人多桌子上多放几个菜就放不下了，而且烤盘也小
众里寻她·千百度自助烤肉（温江店）,匿名用户,味道不错，服务也很好，价格非常便宜，点赞
众里寻她·千百度自助烤肉（温江店）,风从云雨,嗯，多少价钱买多少吃的，你们自己估量吧，60能吃什么就是什么
众里寻她·千百度自助烤肉（温江店）,匿名用户,不好吃，菜越来越少了，肉很少。
众里寻她·千百度自助烤肉（温江店）,提灯笼的小鲨鱼,菜品不是很新鲜，而且太杂了！！
众里寻她·千百度自助烤肉（温江店）,PCK586095000,菜品里面还有钢丝球，还吃出一想胶线
众里寻她·千百度自助烤肉（温江店）,nEd488838036,实话实说，第一次美团差评，昨晚7点多去的，我们一家6个人，去了什么都没有了，水果水果没有，海鲜有怪味，鸭头吃了两个，后来再要没有了，没办法从冰箱给我拿出来几个冻的鸭头，我说太凉，告诉我自己在炉子上烤烤就好了，实在没吃的想吃个冰淇凌，接出来是水，如果一个自助餐，还要这样省电省材料，那就不要在开了，我吃饭不是没给钱，吃了一顿自助餐基本没吃别的，就喝汽水了，真的差，良心评价，去过的就知道了
众里寻她·千百度自助烤肉（温江店）,小恺要吃饭, #五花肉# #培根# #布丁奶茶# #水果沙拉# #蛋挞# #鸡蛋洋葱圈# #西瓜# #鸡皮# #鸡尖# #郡肝# #凉菜# #毛肚# #铁板烧# #布丁冰淇淋# #虾子# #黄金糕# #拌菜# #南瓜饼# #鲜虾#
众里寻她·千百度自助烤肉（温江店）,淩0123,还不错，已经是第二次去了，菜品比较多，熟食也时时供应 #培根# #水果沙拉#
众里寻她·千百度自助烤肉（温江店）,匿名用户, #五花肉# #西瓜# #鸡尖# #培根# #鸡皮# #郡肝# #银耳汤# #酸奶# #蛋挞# #凉菜# #肉肉肉# #饺子# #毛肚# #鲜虾# #布丁冰淇淋# #铁板烧# #南瓜饼# #披萨#
众里寻她·千百度自助烤肉（温江店）,liuyong8116,菜品多，味道也不錯，價格實惠。 #鸡尖# #水果沙拉# #蛋挞# #烤鱼# #鱼排# #烤肉# #铁板烧# #贝壳# #肉肉肉# #铁板鱿鱼# #肥牛肉# #五花肉# #鲜虾# #披萨# #葡萄#
众里寻她·千百度自助烤肉（温江店）,ayx2013,菜品不是很多，调料还不错😊😀
众里寻她·千百度自助烤肉（温江店）,MHX335949828,菜品很一般，缺了菜也加的不及时，应该不会再来光顾了 #肥牛肉#
众里寻她·千百度自助烤肉（温江店）,匿名用户,【等位】 【服务】 【口味】 【服务】 【等位】 【口味】 【服务】 【等位】 【等位】 #豆腐#
众里寻她·千百度自助烤肉（温江店）,匿名用户,【口味】 【环境】 【服务】 #五花肉# #鸡尖# #西瓜# #鸡皮# #郡肝# #水果沙拉# #蛋挞# #银耳汤# #鸡蛋洋葱圈# #肉肉肉# #毛肚#
众里寻她·千百度自助烤肉（温江店）,匿名用户, #寿司# #蛋挞# #水果沙拉# #银耳汤# #鸡蛋洋葱圈# #鲜虾# #虾子# #毛肚# #黄金糕# #南瓜饼# #烤鱼# #酸奶# #五花肉# #培根#
众里寻她·千百度自助烤肉（温江店）,倩倩喏,味道挺好的，经常去
众里寻她·千百度自助烤肉（温江店）,匿名用户,是周边自助烤肉最好吃，划算的一家，非常nice 😋😋
众里寻她·千百度自助烤肉（温江店）,TMu782501215,我们7个人去的，环境很好。菜品不错，还有很多小吃
众里寻她·千百度自助烤肉（温江店）,zyh777954592,环境挺好的，就是味道不怎么好，而且烤肉的纸不好
众里寻她·千百度自助烤肉（温江店）,kvO126840877,很一般。不想去第二次的地方，。。。？？
众里寻她·千百度自助烤肉（温江店）,匿名用户,还不错的，服务很好，但是我们不太会烤。
众里寻她·千百度自助烤肉（温江店）,匿名用户,服务不好，牛排按时间弄，等半天才给一份，服务员生怕你多用了餐具夹肉具
众里寻她·千百度自助烤肉（温江店）,匿名用户, #五花肉# #培根# #西瓜# #布丁奶茶# #水果沙拉# #郡肝# #烤鱼# #卤鸭翅# #虾子#
众里寻她·千百度自助烤肉（温江店）,陈徐2008,很好，肉很多品种也可以，就是卫生差点
众里寻她·千百度自助烤肉（温江店）,x南独,里面服务员态度很好，只是菜品很少，个人很喜欢烧烤的时候吃五花肉的 但是去的时候，那个五花肉基本全是肥肉，还经常没有，有了也是三分之二全是肥肉的那种。
众里寻她·千百度自助烤肉（温江店）,小姨妈真可爱,环境挺不错的 菜品小吃种类也很多
众里寻她·千百度自助烤肉（温江店）,张胥！,怎么说，大学城附近的，凑合呗！
众里寻她·千百度自助烤肉（温江店）,NellyLing923,菜品有点少 没什么特色菜 而且有些菜刚觉不是很新鲜 就是真的很一般
众里寻她·千百度自助烤肉（温江店）,匿名用户,好吃
众里寻她·千百度自助烤肉（温江店）,匿名用户, #郡肝#
众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品丰富，味道好，下次还来。
众里寻她·千百度自助烤肉（温江店）,NAz800317872,满意
众里寻她·千百度自助烤肉（温江店）,匿名用户,和朋友一起去的，这是第二次啦，还好吧
